date,ARIMA,UCM,ML
2017-12-01 07:10:00,23471.9008370415,19190.6049521903,21565.57886675906
2017-12-01 07:20:00,23404.6324694762,19467.4910039513,21565.57886675906
2017-12-01 07:30:00,23305.9546359257,19782.8736656343,21565.57886675906
2017-12-01 07:40:00,23245.186634605,20137.5716216268,21565.57886675906
2017-12-01 07:50:00,23694.9738397672,20531.8852915264,21565.57886675906
2017-12-01 08:00:00,24497.7647703801,20964.9613343864,24388.51319820708
2017-12-01 08:10:00,25489.7060088332,21434.3237975927,24388.51319820708
2017-12-01 08:20:00,25990.1827096752,21935.670132205,24388.51319820708
2017-12-01 08:30:00,26799.5428783821,22462.9781414622,24388.51319820708
2017-12-01 08:40:00,27016.6028301538,23008.9096269526,24388.51319820708
2017-12-01 08:50:00,27542.5421987391,23565.4395403121,24388.51319820708
2017-12-01 09:00:00,27747.1620752887,24124.5966037382,27483.435140541143
2017-12-01 09:10:00,28329.9791472353,24679.1806577852,27483.435140541143
2017-12-01 09:20:00,28585.1709772003,25223.327225607,27483.435140541143
2017-12-01 09:30:00,29130.3287519254,25752.819816686,27483.435140541143
2017-12-01 09:40:00,29354.1596512311,26265.0994992685,27483.435140541143
2017-12-01 09:50:00,30151.5415869981,26758.9798309275,27483.435140541143
2017-12-01 10:00:00,30438.5341321741,27234.132129344,29378.989808508857
2017-12-01 10:10:00,31009.183769803,27690.4503882276,29378.989808508857
2017-12-01 10:20:00,31201.782102078,28127.4283762623,29378.989808508857
2017-12-01 10:30:00,31633.9205494164,28543.6790785433,29378.989808508857
2017-12-01 10:40:00,31574.5691095563,28936.6989924751,29378.989808508857
2017-12-01 10:50:00,31994.2295766753,29302.932030009,29378.989808508857
2017-12-01 11:00:00,32142.966110529,29638.1289184523,30599.661125169718
2017-12-01 11:10:00,31964.0595656108,29937.9392141589,30599.661125169718
2017-12-01 11:20:00,32087.7054703309,30198.6255922868,30599.661125169718
2017-12-01 11:30:00,32198.803986215,30417.7631337573,30599.661125169718
2017-12-01 11:40:00,32410.789227122,30594.7852675538,30599.661125169718
2017-12-01 11:50:00,32194.29445848,30731.263358634,30599.661125169718
2017-12-01 12:00:00,32116.4956565402,30830.8541865564,30108.940331588954
2017-12-01 12:10:00,32498.7920076489,30898.9100797113,30108.940331588954
2017-12-01 12:20:00,32559.7380975365,30941.8090076649,30108.940331588954
2017-12-01 12:30:00,32822.3962006228,30966.1147476842,30108.940331588954
2017-12-01 12:40:00,32896.0430693397,30977.7102985413,30108.940331588954
2017-12-01 12:50:00,33473.8941834691,30981.0545937246,30108.940331588954
2017-12-01 13:00:00,33679.9747094965,30978.6916974489,30457.683827025547
2017-12-01 13:10:00,33369.3382699804,30971.0966747656,30457.683827025547
2017-12-01 13:20:00,33165.8787829361,30956.8814028198,30457.683827025547
2017-12-01 13:30:00,33025.4814312343,30933.3180034898,30457.683827025547
2017-12-01 13:40:00,33225.4318720138,30897.0795968401,30457.683827025547
2017-12-01 13:50:00,32902.3593161082,30845.0586791618,30457.683827025547
2017-12-01 14:00:00,33228.4291174859,30775.1102355504,30319.182637053338
2017-12-01 14:10:00,33100.7956927034,30686.5824891778,30319.182637053338
2017-12-01 14:20:00,32809.3487303721,30580.5403321168,30319.182637053338
2017-12-01 14:30:00,32694.3936806367,30459.6473342376,30319.182637053338
2017-12-01 14:40:00,32573.1725746667,30327.740489534,30319.182637053338
2017-12-01 14:50:00,32262.9274341595,30189.1946259834,30319.182637053338
2017-12-01 15:00:00,31933.8106108554,30048.2185336556,29960.24299765953
2017-12-01 15:10:00,32008.0532460643,29908.2432489033,29960.24299765953
2017-12-01 15:20:00,31792.4379202029,29771.5502438197,29960.24299765953
2017-12-01 15:30:00,31627.2702123436,29639.2448617743,29960.24299765953
2017-12-01 15:40:00,31455.8316397735,29511.61511592,29960.24299765953
2017-12-01 15:50:00,31460.8785775643,29388.8392454325,29960.24299765953
2017-12-01 16:00:00,31547.8807681517,29271.9309767884,29922.740903430124
2017-12-01 16:10:00,31534.0804009256,29163.7530609049,29922.740903430124
2017-12-01 16:20:00,31974.0501018292,29069.8986964673,29922.740903430124
2017-12-01 16:30:00,31821.662272968,28999.2437244945,29922.740903430124
2017-12-01 16:40:00,32097.835312228,28964.0109817485,29922.740903430124
2017-12-01 16:50:00,32147.1637729026,28979.256807133,29922.740903430124
2017-12-01 17:00:00,32631.3538033289,29061.7779447786,36034.371757357876
2017-12-01 17:10:00,33455.875266532,29228.5308994087,36034.371757357876
2017-12-01 17:20:00,34513.5940798782,29494.7398316868,36034.371757357876
2017-12-01 17:30:00,36982.9779447359,29871.9293193314,36034.371757357876
2017-12-01 17:40:00,40687.571156145,30366.1444382938,36034.371757357876
2017-12-01 17:50:00,41310.5241324936,30976.6077632936,36034.371757357876
2017-12-01 18:00:00,41662.5146952031,31695.0124338968,38985.81381335423
2017-12-01 18:10:00,41737.2403284197,32505.5697846796,38985.81381335423
2017-12-01 18:20:00,41805.685208714,33385.8313693169,38985.81381335423
2017-12-01 18:30:00,41804.8291447878,34308.2034323529,38985.81381335423
2017-12-01 18:40:00,41816.5972471867,35241.9821994784,38985.81381335423
2017-12-01 18:50:00,41796.8752480209,36155.6738022246,38985.81381335423
2017-12-01 19:00:00,41518.7917906918,37019.3320594379,38401.29631996101
2017-12-01 19:10:00,41341.5586696251,37806.6540525156,38401.29631996101
2017-12-01 19:20:00,41492.0463400106,38496.6149757405,38401.29631996101
2017-12-01 19:30:00,41258.1318175472,39074.4924477835,38401.29631996101
2017-12-01 19:40:00,41043.1407281957,39532.2149391169,38401.29631996101
2017-12-01 19:50:00,40765.1470579353,39868.0560907908,38401.29631996101
2017-12-01 20:00:00,40531.2838725275,40085.7738377202,37807.38686224433
2017-12-01 20:10:00,40776.3866772846,40193.3502355973,37807.38686224433
2017-12-01 20:20:00,40561.4616368446,40201.5184777092,37807.38686224433
2017-12-01 20:30:00,40365.4580549501,40122.2661502069,37807.38686224433
2017-12-01 20:40:00,40251.3952542338,39967.4811730534,37807.38686224433
2017-12-01 20:50:00,39576.4720060082,39747.8655674216,37807.38686224433
2017-12-01 21:00:00,39040.2065500606,39472.1907954186,36260.65217183348
2017-12-01 21:10:00,38768.6379444525,39146.9160185908,36260.65217183348
2017-12-01 21:20:00,38333.231925325,38776.1451511478,36260.65217183348
2017-12-01 21:30:00,37778.1019667068,38361.8655733264,36260.65217183348
2017-12-01 21:40:00,37292.3068203285,37904.3932686579,36260.65217183348
2017-12-01 21:50:00,36491.4260454408,37402.9452992032,36260.65217183348
2017-12-01 22:00:00,35684.255838636,36856.26775757,33532.39194158017
2017-12-01 22:10:00,35267.8199736754,36263.260965195,33532.39194158017
2017-12-01 22:20:00,34756.8665213196,35623.5587938167,33532.39194158017
2017-12-01 22:30:00,34151.3951991628,34938.0315419253,33532.39194158017
2017-12-01 22:40:00,33325.3663514719,34209.18951844,33532.39194158017
2017-12-01 22:50:00,32858.5608690284,33441.4672067273,33532.39194158017
2017-12-01 23:00:00,32070.3658189748,32641.3673872311,29696.779654005088
2017-12-01 23:10:00,31042.7065446642,31817.4439748925,29696.779654005088
2017-12-01 23:20:00,30380.5718355133,30980.1050114196,29696.779654005088
2017-12-01 23:30:00,29642.8236168596,30141.2259734311,29696.779654005088
2017-12-01 23:40:00,29050.030559821,29313.5794566564,29696.779654005088
2017-12-01 23:50:00,28526.5688011599,28510.1094066763,29696.779654005088
2017-12-02 00:00:00,27955.912338677,27743.1032960074,26049.702431505393
2017-12-02 00:10:00,27546.9137484192,27023.33928544,26049.702431505393
2017-12-02 00:20:00,26890.2839476702,26359.3020654145,26049.702431505393
2017-12-02 00:30:00,26526.4306696084,25756.5658655309,26049.702431505393
2017-12-02 00:40:00,26238.3009000757,25217.4328424969,26049.702431505393
2017-12-02 00:50:00,25880.8800212681,24740.8890992882,26049.702431505393
2017-12-02 01:00:00,25662.3555346971,24322.9013740841,23726.03325287577
2017-12-02 01:10:00,25469.3071745067,23957.0302606433,23726.03325287577
2017-12-02 01:20:00,24974.0089431898,23635.2880808591,23726.03325287577
2017-12-02 01:30:00,24718.4214458712,23349.1294763044,23726.03325287577
2017-12-02 01:40:00,24526.0852183676,23090.4380065259,23726.03325287577
2017-12-02 01:50:00,24447.4108750301,22852.3679695569,23726.03325287577
2017-12-02 02:00:00,24116.8787552843,22629.9193952319,22669.72085513708
2017-12-02 02:10:00,23988.2254036943,22420.1638618549,22669.72085513708
2017-12-02 02:20:00,23941.7083171614,22222.0937639836,22669.72085513708
2017-12-02 02:30:00,23681.1299416509,22036.1292049296,22669.72085513708
2017-12-02 02:40:00,23647.6232873611,21863.3744994222,22669.72085513708
2017-12-02 02:50:00,23708.8422591913,21704.7602406896,22669.72085513708
2017-12-02 03:00:00,23505.5699544212,21560.2289249184,22075.72711236567
2017-12-02 03:10:00,23233.1628998171,21428.1177005387,22075.72711236567
2017-12-02 03:20:00,23307.5466689959,21304.8608785334,22075.72711236567
2017-12-02 03:30:00,23293.881069917,21185.0820100333,22075.72711236567
2017-12-02 03:40:00,23305.5973124224,21062.0791842836,22075.72711236567
2017-12-02 03:50:00,23361.5972258286,20928.638852083,22075.72711236567
2017-12-02 04:00:00,23543.8023765754,20778.0547069974,21980.486642294127
2017-12-02 04:10:00,23562.3182659314,20605.1892990714,21980.486642294127
2017-12-02 04:20:00,23681.8237677537,20407.4041645944,21980.486642294127
2017-12-02 04:30:00,23814.0875963001,20185.2017879188,21980.486642294127
2017-12-02 04:40:00,23650.3095840933,19942.467025266,21980.486642294127
2017-12-02 04:50:00,23845.890999835,19686.259373378,21980.486642294127
2017-12-02 05:00:00,23915.5767263707,19426.1798587832,22751.009275580895
2017-12-02 05:10:00,24785.7528487007,19173.4049763148,22751.009275580895
2017-12-02 05:20:00,24553.2213120393,18939.5332328358,22751.009275580895
2017-12-02 05:30:00,24182.1801999199,18735.4183491558,22751.009275580895
2017-12-02 05:40:00,23849.0814823441,18570.1622359638,22751.009275580895
2017-12-02 05:50:00,23692.5654139752,18450.4108434215,22751.009275580895
2017-12-02 06:00:00,23252.5852023742,18380.0423406582,21562.500749234357
2017-12-02 06:10:00,22428.3064062771,18360.2693832552,21562.500749234357
2017-12-02 06:20:00,21604.1462839139,18390.107451156,21562.500749234357
2017-12-02 06:30:00,21366.185191366,18467.1016214213,21562.500749234357
2017-12-02 06:40:00,21758.5341609633,18588.1649832992,21562.500749234357
2017-12-02 06:50:00,22283.3349497191,18750.3697438162,21562.500749234357
2017-12-02 07:00:00,22921.6790278015,18951.5485327608,20956.553865123224
2017-12-02 07:10:00,23471.9008370415,19190.6049521902,20956.553865123224
2017-12-02 07:20:00,23404.6324694762,19467.4910039513,20956.553865123224
2017-12-02 07:30:00,23305.9546359257,19782.8736656343,20956.553865123224
2017-12-02 07:40:00,23245.186634605,20137.5716216268,20956.553865123224
2017-12-02 07:50:00,23694.9738397672,20531.8852915264,20956.553865123224
2017-12-02 08:00:00,24497.7647703801,20964.9613343864,23445.029153458803
2017-12-02 08:10:00,25489.7060088332,21434.3237975927,23445.029153458803
2017-12-02 08:20:00,25990.1827096752,21935.670132205,23445.029153458803
2017-12-02 08:30:00,26799.5428783821,22462.9781414622,23445.029153458803
2017-12-02 08:40:00,27016.6028301538,23008.9096269525,23445.029153458803
2017-12-02 08:50:00,27542.5421987391,23565.4395403121,23445.029153458803
2017-12-02 09:00:00,27747.1620752887,24124.5966037381,26732.404706492107
2017-12-02 09:10:00,28329.9791472353,24679.1806577852,26732.404706492107
2017-12-02 09:20:00,28585.1709772003,25223.3272256069,26732.404706492107
2017-12-02 09:30:00,29130.3287519254,25752.8198166859,26732.404706492107
2017-12-02 09:40:00,29354.1596512311,26265.0994992685,26732.404706492107
2017-12-02 09:50:00,30151.5415869981,26758.9798309275,26732.404706492107
2017-12-02 10:00:00,30438.5341321741,27234.132129344,29189.393806991837
2017-12-02 10:10:00,31009.183769803,27690.4503882275,29189.393806991837
2017-12-02 10:20:00,31201.782102078,28127.4283762623,29189.393806991837
2017-12-02 10:30:00,31633.9205494164,28543.6790785433,29189.393806991837
2017-12-02 10:40:00,31574.5691095563,28936.6989924751,29189.393806991837
2017-12-02 10:50:00,31994.2295766753,29302.932030009,29189.393806991837
2017-12-02 11:00:00,32142.966110529,29638.1289184523,30195.854897759935
2017-12-02 11:10:00,31964.0595656108,29937.9392141589,30195.854897759935
2017-12-02 11:20:00,32087.7054703309,30198.6255922868,30195.854897759935
2017-12-02 11:30:00,32198.803986215,30417.7631337573,30195.854897759935
2017-12-02 11:40:00,32410.789227122,30594.7852675538,30195.854897759935
2017-12-02 11:50:00,32194.29445848,30731.263358634,30195.854897759935
2017-12-02 12:00:00,32116.4956565402,30830.8541865564,30218.374299916188
2017-12-02 12:10:00,32498.7920076489,30898.9100797113,30218.374299916188
2017-12-02 12:20:00,32559.7380975365,30941.8090076649,30218.374299916188
2017-12-02 12:30:00,32822.3962006228,30966.1147476842,30218.374299916188
2017-12-02 12:40:00,32896.0430693397,30977.7102985413,30218.374299916188
2017-12-02 12:50:00,33473.8941834691,30981.0545937246,30218.374299916188
2017-12-02 13:00:00,33679.9747094965,30978.6916974489,30425.94920600412
2017-12-02 13:10:00,33369.3382699804,30971.0966747656,30425.94920600412
2017-12-02 13:20:00,33165.8787829361,30956.8814028198,30425.94920600412
2017-12-02 13:30:00,33025.4814312343,30933.3180034898,30425.94920600412
2017-12-02 13:40:00,33225.4318720138,30897.0795968401,30425.94920600412
2017-12-02 13:50:00,32902.3593161082,30845.0586791618,30425.94920600412
2017-12-02 14:00:00,33228.4291174859,30775.1102355504,30473.556685475494
2017-12-02 14:10:00,33100.7956927034,30686.5824891778,30473.556685475494
2017-12-02 14:20:00,32809.3487303721,30580.5403321168,30473.556685475494
2017-12-02 14:30:00,32694.3936806367,30459.6473342376,30473.556685475494
2017-12-02 14:40:00,32573.1725746667,30327.740489534,30473.556685475494
2017-12-02 14:50:00,32262.9274341595,30189.1946259834,30473.556685475494
2017-12-02 15:00:00,31933.8106108554,30048.2185336556,29857.195825599447
2017-12-02 15:10:00,32008.0532460643,29908.2432489034,29857.195825599447
2017-12-02 15:20:00,31792.4379202029,29771.5502438198,29857.195825599447
2017-12-02 15:30:00,31627.2702123436,29639.2448617744,29857.195825599447
2017-12-02 15:40:00,31455.8316397735,29511.6151159201,29857.195825599447
2017-12-02 15:50:00,31460.8785775643,29388.8392454325,29857.195825599447
2017-12-02 16:00:00,31547.8807681517,29271.9309767884,29812.88364522686
2017-12-02 16:10:00,31534.0804009256,29163.7530609049,29812.88364522686
2017-12-02 16:20:00,31974.0501018292,29069.8986964674,29812.88364522686
2017-12-02 16:30:00,31821.662272968,28999.2437244946,29812.88364522686
2017-12-02 16:40:00,32097.835312228,28964.0109817486,29812.88364522686
2017-12-02 16:50:00,32147.1637729026,28979.256807133,29812.88364522686
2017-12-02 17:00:00,32631.3538033289,29061.7779447786,35183.57175532463
2017-12-02 17:10:00,33455.875266532,29228.5308994087,35183.57175532463
2017-12-02 17:20:00,34513.5940798782,29494.7398316868,35183.57175532463
2017-12-02 17:30:00,36982.9779447359,29871.9293193315,35183.57175532463
2017-12-02 17:40:00,40687.571156145,30366.1444382939,35183.57175532463
2017-12-02 17:50:00,41310.5241324936,30976.6077632937,35183.57175532463
2017-12-02 18:00:00,41662.5146952031,31695.0124338969,38213.09205550999
2017-12-02 18:10:00,41737.2403284197,32505.5697846797,38213.09205550999
2017-12-02 18:20:00,41805.685208714,33385.831369317,38213.09205550999
2017-12-02 18:30:00,41804.8291447878,34308.2034323529,38213.09205550999
2017-12-02 18:40:00,41816.5972471867,35241.9821994785,38213.09205550999
2017-12-02 18:50:00,41796.8752480209,36155.6738022246,38213.09205550999
2017-12-02 19:00:00,41518.7917906918,37019.3320594379,38011.918129202124
2017-12-02 19:10:00,41341.5586696251,37806.6540525156,38011.918129202124
2017-12-02 19:20:00,41492.0463400106,38496.6149757405,38011.918129202124
2017-12-02 19:30:00,41258.1318175472,39074.4924477835,38011.918129202124
2017-12-02 19:40:00,41043.1407281957,39532.214939117,38011.918129202124
2017-12-02 19:50:00,40765.1470579353,39868.0560907908,38011.918129202124
2017-12-02 20:00:00,40531.2838725275,40085.7738377202,36984.55218528776
2017-12-02 20:10:00,40776.3866772846,40193.3502355973,36984.55218528776
2017-12-02 20:20:00,40561.4616368446,40201.5184777092,36984.55218528776
2017-12-02 20:30:00,40365.4580549501,40122.266150207,36984.55218528776
2017-12-02 20:40:00,40251.3952542338,39967.4811730534,36984.55218528776
2017-12-02 20:50:00,39576.4720060082,39747.8655674216,36984.55218528776
2017-12-02 21:00:00,39040.2065500606,39472.1907954186,35727.530988805884
2017-12-02 21:10:00,38768.6379444525,39146.9160185908,35727.530988805884
2017-12-02 21:20:00,38333.231925325,38776.1451511478,35727.530988805884
2017-12-02 21:30:00,37778.1019667068,38361.8655733264,35727.530988805884
2017-12-02 21:40:00,37292.3068203285,37904.3932686579,35727.530988805884
2017-12-02 21:50:00,36491.4260454408,37402.9452992032,35727.530988805884
2017-12-02 22:00:00,35684.255838636,36856.26775757,33690.91289400768
2017-12-02 22:10:00,35267.8199736754,36263.260965195,33690.91289400768
2017-12-02 22:20:00,34756.8665213196,35623.5587938167,33690.91289400768
2017-12-02 22:30:00,34151.3951991628,34938.0315419254,33690.91289400768
2017-12-02 22:40:00,33325.3663514719,34209.18951844,33690.91289400768
2017-12-02 22:50:00,32858.5608690284,33441.4672067274,33690.91289400768
2017-12-02 23:00:00,32070.3658189748,32641.3673872311,29987.50091426503
2017-12-02 23:10:00,31042.7065446642,31817.4439748925,29987.50091426503
2017-12-02 23:20:00,30380.5718355133,30980.1050114196,29987.50091426503
2017-12-02 23:30:00,29642.8236168596,30141.2259734311,29987.50091426503
2017-12-02 23:40:00,29050.030559821,29313.5794566564,29987.50091426503
2017-12-02 23:50:00,28526.5688011599,28510.1094066763,29987.50091426503
2017-12-03 00:00:00,27955.912338677,27743.1032960074,26345.66368057213
2017-12-03 00:10:00,27546.9137484192,27023.33928544,26345.66368057213
2017-12-03 00:20:00,26890.2839476702,26359.3020654145,26345.66368057213
2017-12-03 00:30:00,26526.4306696084,25756.5658655309,26345.66368057213
2017-12-03 00:40:00,26238.3009000757,25217.4328424969,26345.66368057213
2017-12-03 00:50:00,25880.8800212681,24740.8890992882,26345.66368057213
2017-12-03 01:00:00,25662.3555346971,24322.9013740841,23895.308222431206
2017-12-03 01:10:00,25469.3071745067,23957.0302606433,23895.308222431206
2017-12-03 01:20:00,24974.0089431898,23635.2880808591,23895.308222431206
2017-12-03 01:30:00,24718.4214458712,23349.1294763043,23895.308222431206
2017-12-03 01:40:00,24526.0852183676,23090.4380065259,23895.308222431206
2017-12-03 01:50:00,24447.4108750301,22852.3679695569,23895.308222431206
2017-12-03 02:00:00,24116.8787552843,22629.9193952319,22777.668058674448
2017-12-03 02:10:00,23988.2254036943,22420.1638618549,22777.668058674448
2017-12-03 02:20:00,23941.7083171614,22222.0937639836,22777.668058674448
2017-12-03 02:30:00,23681.1299416509,22036.1292049296,22777.668058674448
2017-12-03 02:40:00,23647.6232873611,21863.3744994221,22777.668058674448
2017-12-03 02:50:00,23708.8422591913,21704.7602406896,22777.668058674448
2017-12-03 03:00:00,23505.5699544212,21560.2289249184,22107.35096391933
2017-12-03 03:10:00,23233.1628998171,21428.1177005387,22107.35096391933
2017-12-03 03:20:00,23307.5466689959,21304.8608785334,22107.35096391933
2017-12-03 03:30:00,23293.881069917,21185.0820100333,22107.35096391933
2017-12-03 03:40:00,23305.5973124224,21062.0791842836,22107.35096391933
2017-12-03 03:50:00,23361.5972258286,20928.638852083,22107.35096391933
2017-12-03 04:00:00,23543.8023765754,20778.0547069974,21883.20503099861
2017-12-03 04:10:00,23562.3182659314,20605.1892990713,21883.20503099861
2017-12-03 04:20:00,23681.8237677537,20407.4041645943,21883.20503099861
2017-12-03 04:30:00,23814.0875963001,20185.2017879187,21883.20503099861
2017-12-03 04:40:00,23650.3095840933,19942.4670252659,21883.20503099861
2017-12-03 04:50:00,23845.890999835,19686.259373378,21883.20503099861
2017-12-03 05:00:00,23915.5767263707,19426.1798587831,22525.37552299494
2017-12-03 05:10:00,24785.7528487007,19173.4049763147,22525.37552299494
2017-12-03 05:20:00,24553.2213120393,18939.5332328358,22525.37552299494
2017-12-03 05:30:00,24182.1801999199,18735.4183491558,22525.37552299494
2017-12-03 05:40:00,23849.0814823441,18570.1622359638,22525.37552299494
2017-12-03 05:50:00,23692.5654139752,18450.4108434215,22525.37552299494
2017-12-03 06:00:00,23252.5852023742,18380.0423406581,20375.36458331593
2017-12-03 06:10:00,22428.3064062771,18360.2693832552,20375.36458331593
2017-12-03 06:20:00,21604.1462839139,18390.107451156,20375.36458331593
2017-12-03 06:30:00,21366.185191366,18467.1016214213,20375.36458331593
2017-12-03 06:40:00,21758.5341609633,18588.1649832991,20375.36458331593
2017-12-03 06:50:00,22283.3349497191,18750.3697438162,20375.36458331593
2017-12-03 07:00:00,22921.6790278015,18951.5485327608,19557.805950582308
2017-12-03 07:10:00,23471.9008370415,19190.6049521902,19557.805950582308
2017-12-03 07:20:00,23404.6324694762,19467.4910039513,19557.805950582308
2017-12-03 07:30:00,23305.9546359257,19782.8736656342,19557.805950582308
2017-12-03 07:40:00,23245.186634605,20137.5716216268,19557.805950582308
2017-12-03 07:50:00,23694.9738397672,20531.8852915263,19557.805950582308
2017-12-03 08:00:00,24497.7647703801,20964.9613343864,21085.745446002704
2017-12-03 08:10:00,25489.7060088332,21434.3237975927,21085.745446002704
2017-12-03 08:20:00,25990.1827096752,21935.6701322049,21085.745446002704
2017-12-03 08:30:00,26799.5428783821,22462.9781414621,21085.745446002704
2017-12-03 08:40:00,27016.6028301538,23008.9096269525,21085.745446002704
2017-12-03 08:50:00,27542.5421987391,23565.4395403121,21085.745446002704
2017-12-03 09:00:00,27747.1620752887,24124.5966037381,24349.684913905934
2017-12-03 09:10:00,28329.9791472353,24679.1806577852,24349.684913905934
2017-12-03 09:20:00,28585.1709772003,25223.3272256069,24349.684913905934
2017-12-03 09:30:00,29130.3287519254,25752.8198166859,24349.684913905934
2017-12-03 09:40:00,29354.1596512311,26265.0994992685,24349.684913905934
2017-12-03 09:50:00,30151.5415869981,26758.9798309275,24349.684913905934
2017-12-03 10:00:00,30438.5341321741,27234.132129344,26330.171543599223
2017-12-03 10:10:00,31009.183769803,27690.4503882275,26330.171543599223
2017-12-03 10:20:00,31201.782102078,28127.4283762622,26330.171543599223
2017-12-03 10:30:00,31633.9205494164,28543.6790785432,26330.171543599223
2017-12-03 10:40:00,31574.5691095563,28936.6989924751,26330.171543599223
2017-12-03 10:50:00,31994.2295766753,29302.9320300089,26330.171543599223
2017-12-03 11:00:00,32142.966110529,29638.1289184523,28597.772126279724
2017-12-03 11:10:00,31964.0595656108,29937.9392141589,28597.772126279724
2017-12-03 11:20:00,32087.7054703309,30198.6255922868,28597.772126279724
2017-12-03 11:30:00,32198.803986215,30417.7631337573,28597.772126279724
2017-12-03 11:40:00,32410.789227122,30594.7852675538,28597.772126279724
2017-12-03 11:50:00,32194.29445848,30731.263358634,28597.772126279724
2017-12-03 12:00:00,32116.4956565402,30830.8541865564,29414.09404145393
2017-12-03 12:10:00,32498.7920076489,30898.9100797113,29414.09404145393
2017-12-03 12:20:00,32559.7380975365,30941.8090076649,29414.09404145393
2017-12-03 12:30:00,32822.3962006228,30966.1147476842,29414.09404145393
2017-12-03 12:40:00,32896.0430693397,30977.7102985413,29414.09404145393
2017-12-03 12:50:00,33473.8941834691,30981.0545937246,29414.09404145393
2017-12-03 13:00:00,33679.9747094965,30978.6916974489,29361.80460145136
2017-12-03 13:10:00,33369.3382699804,30971.0966747657,29361.80460145136
2017-12-03 13:20:00,33165.8787829361,30956.8814028198,29361.80460145136
2017-12-03 13:30:00,33025.4814312343,30933.3180034899,29361.80460145136
2017-12-03 13:40:00,33225.4318720138,30897.0795968401,29361.80460145136
2017-12-03 13:50:00,32902.3593161082,30845.0586791619,29361.80460145136
2017-12-03 14:00:00,33228.4291174859,30775.1102355505,28401.63272279067
2017-12-03 14:10:00,33100.7956927034,30686.5824891778,28401.63272279067
2017-12-03 14:20:00,32809.3487303721,30580.5403321168,28401.63272279067
2017-12-03 14:30:00,32694.3936806367,30459.6473342376,28401.63272279067
2017-12-03 14:40:00,32573.1725746667,30327.7404895341,28401.63272279067
2017-12-03 14:50:00,32262.9274341595,30189.1946259834,28401.63272279067
2017-12-03 15:00:00,31933.8106108554,30048.2185336556,26804.385762383034
2017-12-03 15:10:00,32008.0532460643,29908.2432489034,26804.385762383034
